Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio
GOOY,12.18,99,-2.48,-2,,39,E,,,,C+,
GOP,36.81,99,-1.52,-38,,75,B-,,,,C+,
GOU,18.05,99,-4.80,-29,,16,C+,,,,C+,
GOVI,26.98,99,-0.26,-56,,46,C-,,,E,C+,
GOVT,22.77,99,0.04,17,,52,B-,,,E,C+,
GOVZ,9.04,99,-1.31,132,,35,D-,,,,C+,
GPIQ,48.27,99,-1.87,54,,39,E,,,D,C+,
GPIX,48.84,99,-1.63,0,,39,C-,,,,C+,
GPRF,49.09,99,-1.66,31,,42,D,,,,C+,
GPT,30.05,99,0.27,-33,,76,B-,,,,C+,
GPTY,35.42,99,-2.34,-20,,21,D-,,,,C+,
GPZ,20.64,99,-1.48,-2,,18,E,,,,C+,
GQGU,26.76,99,0.07,-50,,75,B+,,,,C+,
GQI,53.76,99,-1.63,78,,46,D-,,,,C+,
GQQQ,28.19,99,-1.54,-42,,61,C+,,,,C+,
GQRE,58.52,99,-1.15,48,,52,D-,,,,C+,
GRAG,6.61,99,-6.77,36,,5,E,,,,C+,
GREK,61.55,99,-1.36,-57,,65,E,,,,C+,
GRID,159.50,99,-1.28,-44,,82,D,,,,C+,
GRIN,26.58,99,-0.78,-89,,52,E,,,C,C+,
GRN,28.09,99,0.14,142,,32,D+,,,,C+,
GRNB,23.80,99,-0.21,32,,46,E,,,,C+,
GRNI,18.84,99,-1.77,-24,,35,C+,,,,C+,
GRNJ,24.53,99,-2.00,190,,46,C+,,,,C+,
GRNY,23.52,99,-1.59,66,,68,D-,,,,C+,
GROZ,26.79,99,-1.62,74,,46,D-,,,,C+,
GRPM,116.20,99,-1.62,-33,,61,C+,,,,C+,
GRW,26.94,99,-1.86,-80,,23,C+,,,,C+,
GSC,53.16,99,-1.92,29,,65,C,,,,C+,
GSEE,57.06,99,-0.75,675,,77,D-,,,D,C+,
GSEP,37.56,99,-0.95,-64,,61,C+,,,,C+,
GSEU,43.67,99,-0.86,-18,,65,D-,,,,C+,
GSEW,83.00,99,-1.47,-30,,61,C-,,,,C+,
GSG,32.05,99,3.49,-22,,92,A-,,,,C+,
GSGO,35.44,99,-2.05,-44,,28,C+,,,,C+,
GSIB,48.74,99,-1.73,-44,,71,C,,,,C+,
GSID,67.79,99,-0.73,-36,,70,E,,,D,C+,
GSIE,41.80,99,-0.67,4,,68,C+,,,D,C+,
GSIG,47.18,99,0.11,-68,,52,E,,,,C+,
GSJY,47.06,99,-1.30,77,,76,D+,,,,C+,
GSKH,76.43,99,0.29,190,,90,C+,,,,C+,
GSLC,122.03,99,-1.74,19,,46,E,,,D,C+,
GSOL,6.15,99,-3.00,14,,8,C-,,,,C+,
GSPY,34.61,99,-1.59,-88,,61,C+,,,,C+,
GSSC,73.20,99,-1.73,-49,,65,E,,,,C+,
GSST,50.52,99,0.14,17,,58,D-,,,,C+,
GSUI,12.64,99,-4.53,-58,,35,,,,,C+,
GSUS,87.36,99,-1.71,-52,,52,D+,,,D,C+,
GSWO,54.75,99,-1.67,-34,,52,B,,,,C+,
GSY,50.09,99,0.04,4,,58,D,,,,C+,
GTEK,40.16,99,-2.05,-67,,79,D+,,,,C+,
GTIP,49.04,99,-0.08,13,,52,E,,,,C+,
GTO,46.46,99,-0.11,-9,,46,C+,,,,C+,
GTOC,24.94,99,-0.04,-58,,52,D+,,,,C+,
GTOH,25.02,99,-0.40,529,,46,E,,,,C+,
GTOP,35.12,99,-2.47,-18,,27,C+,,,,C+,
GTOQ,21.84,99,-0.27,-86,,42,D+,,,,C+,
GTOS,24.86,99,0.08,-61,,52,C+,,,,C+,
GTPE,49.65,99,-1.59,-75,,46,C+,,,,C+,
GTR,24.63,99,-0.85,1,,52,E,,,,C+,
GUMI,50.37,99,0.02,298,,58,D+,,,,C+,
GUNR,54.12,99,1.05,4,,89,C+,,,,C+,
GURU,57.42,99,-1.86,-60,,58,C+,,,,C+,
GUSA,54.94,99,-1.66,-10,,58,B,,,,C+,
GUSE,38.16,99,-1.62,-18,,37,C+,,,,C+,
GUSH,47.37,99,2.91,1,,98,A-,,,,C+,
GVAL,32.10,99,0.16,-80,,81,D-,,,D,C+,
GVI,106.16,99,0.11,-8,,52,B-,,,E,C+,
GVIP,141.69,99,-1.56,-2,,58,D+,,,,C+,
GVLE,39.22,99,-1.08,-87,,46,C+,,,,C+,
GVLU,24.80,99,-1.51,310,,65,B-,,,,C+,
GVUS,53.94,99,-1.10,-76,,73,D,,,,C+,
GWX,41.23,99,-0.55,0,,76,B-,,,,C+,
GXC,90.80,99,-0.30,-52,,39,D-,,,,C+,
GXDW,21.87,99,-0.95,-24,,26,D-,,,,C+,
GXIG,24.72,99,-0.20,-31,,42,B-,,,,C+,
GXLC,76.37,99,-1.66,154,,39,D+,,,,C+,
GXPC,26.25,99,-2.23,183,,39,E,,,,C+,
GXPD,23.15,99,-3.30,"1,185",,27,E,,,,C+,
GXPE,36.94,99,1.82,508,,93,A+,,,,C+,
GXPS,26.18,99,0.81,-62,,73,E,,,,C+,
GXPT,24.14,99,-2.27,"1,138",,32,E,,,,C+,
GXRP,25.69,99,-1.31,-18,,11,C-,,,,C+,
GXUS,55.07,99,-0.76,-70,,73,E,,,,C+,
GYLD,13.74,99,-0.43,-83,,70,B,,,,C+,
HACK,72.66,99,-4.05,48,,28,E,,,,C+,
HAIL,31.55,99,-3.04,-74,,58,C,,,,C+,
HAKY,22.68,99,-3.86,-32,,30,C,,,,C+,
HAP,70.89,99,0.77,210,,89,B+,,,,C+,
HAPI,38.69,99,-1.73,-62,,58,D-,,,,C+,
HARD,35.19,99,3.29,235,,84,B-,,,,C+,
HAUS,16.95,99,-1.05,-32,,35,E,,,,C+,
HAUZ,22.00,99,-1.21,-8,,42,D,,,,C+,
HAWX,39.85,99,-0.57,80,,76,E,,,,C+,
HBDC,24.45,99,-0.08,-96,,42,C+,,,,C+,
HBR,12.14,99,-1.62,4,,9,C+,,,,C+,
HBTA,25.94,99,-2.15,-47,,52,D-,,,,C+,
HBTC,19.10,99,-2.30,"6,368",,18,C+,,,,C+,
HCMT,35.18,99,-0.11,93,,58,D-,,,,C+,
HCOW,23.00,99,-1.41,203,,39,D,,,,C+,
HCRB,34.90,99,0.00,49,,52,E,,,D,C+,
HDEF,31.55,99,0.03,-20,,75,C-,,,,C+,
HDG,51.03,99,-0.47,"2,130",,61,E,,,,C+,
HDGE,18.44,99,2.16,-13,,81,A+,,,,C+,
HDLB,17.17,99,0.18,-61,,81,C,,,,C+,
HDMV,35.77,99,-0.28,-53,,70,C-,,,,C+,
HDUS,61.76,99,-1.45,-52,,61,C-,,,,C+,
HDV,134.84,99,0.33,-7,,81,B-,,,E,C+,
HEAL,23.45,99,-2.94,7,,19,E,,,,C+,
HECA,29.26,99,0.24,74,,79,E,,,,C+,
HECO,39.27,99,-3.87,-83,,85,A+,,,,C+,
HEDG,28.53,99,-1.18,152,,46,E,,,,C+,
HEDJ,50.78,99,-1.15,21,,61,D+,,,,C+,
HEEM,35.85,99,-0.39,-79,,81,D+,,,,C+,
HEFA,41.22,99,-0.91,-14,,71,D,,,E,C+,
HEFT,26.85,99,1.13,300,,73,C,,,,C+,
HEGD,24.47,99,-0.37,-40,,61,C+,,,,C+,
HELO,63.39,99,-0.80,16,,52,E,,,,C+,
HELS,23.77,99,0.08,-83,,35,C+,,,,C+,
HELX,31.24,99,-3.28,-76,,68,C+,,,,C+,
HEQQ,55.50,99,-0.57,-31,,58,E,,,,C+,
HEQT,30.95,99,-0.55,146,,61,E,,,,C+,
HERD,44.85,99,-0.82,-64,,75,B-,,,,C+,
HERO,25.18,99,0.72,-72,,23,D+,,,,C+,
HEWJ,54.72,99,-1.53,-51,,82,D-,,,,C+,
HEZU,42.28,99,-1.12,-79,,61,C,,,,C+,
HF,20.96,99,-0.33,-22,,61,D+,,,,C+,
HFEQ,20.48,99,-1.44,-83,,46,D,,,,C+,
HFGM,31.61,99,0.32,-33,,79,D-,,,,C+,
HFGO,23.60,99,-2.56,0,,33,D,,,D,C+,
HFMF,23.05,99,0.44,30,,80,C+,,,,C+,
HFND,22.97,99,0.22,-74,,65,D,,,,C+,
HFSI,34.67,99,-0.29,-48,,46,D-,,,D,C+,
HFXI,32.60,99,-0.70,-36,,75,D-,,,D,C+,
HGER,30.79,99,2.22,"1,226",,88,A-,,,,C+,
HGLB,7.64,99,-0.65,62,,26,D,,,,C+,
HGRO,27.76,99,-0.57,-19,,65,C+,,,,C+,
HIBL,56.35,99,-6.22,7,,86,D-,,,,C+,
HIBS,51.13,99,6.34,-94,,17,B-,,,,C+,
HIDE,23.82,99,0.63,-66,,70,D+,,,,C+,
HIDV,75.74,99,-1.48,-84,,58,D-,,,,C+,
HIGH,21.34,99,0.05,-48,,35,E,,,,C+,
HIMU,47.63,99,-0.02,-67,,46,B-,,,,C+,
HIMZ,20.29,99,-14.17,-97,,1,B,,,,C+,
HIPS,11.41,99,-1.13,1,,37,C,,,,C+,
HISF,43.92,99,-0.27,-32,,46,D-,,,,C+,
HIYY,13.22,99,-6.31,-71,,4,B-,,,,C+,
HLAL,57.91,99,-1.58,-13,,65,C,,,,C+,
HMOP,38.73,99,0.00,-21,,58,E,,,,C+,
HMYY,7.66,99,-1.79,-36,,3,C+,,,,C+,
HNDL,21.56,99,-0.83,-26,,52,B,,,,C+,
HODL,18.66,99,-3.62,-8,,14,D,,,,C+,
HODU,6.44,99,-12.38,-4,,2,C+,,,,C+,
HOII,9.90,99,-5.98,-35,,6,C-,,,,C+,
HOLA,51.47,99,-0.31,-38,,58,D-,,,,C+,
HOLD,29.96,99,0.07,-13,,52,B-,,,,C+,
HOMZ,41.29,99,-1.62,-50,,30,D-,,,,C+,
HOOG,15.64,99,-12.23,74,,5,D,,,,C+,
HOOW,21.34,99,-7.54,-5,,4,E,,,,C+,
HOOX,17.71,99,-12.20,-37,,5,D-,,,,C+,
HOOY,26.73,99,-5.08,-57,,9,E,,,,C+,
HOOZ,45.41,99,12.32,-64,,98,B,,,,C+,
HOYY,6.75,99,-3.02,-45,,3,C+,,,,C+,
HQGO,55.17,99,-1.82,11,,52,B,,,D,C+,
HRTS,32.59,99,-1.75,-51,,70,E,,,,C+,
HSBH,90.51,99,-0.28,-43,,87,E,,,,C+,
HSCZ,38.71,99,-1.00,-68,,73,E,,,,C+,
HSMV,35.68,99,-0.92,-18,,58,D,,,,C+,
HTAB,18.93,99,-0.11,-35,,52,C+,,,,C+,
HTAX,24.03,99,-0.12,-96,,52,C+,,,,C+,
HTEC,31.85,99,-3.43,64,,65,D+,,,,C+,
HTRB,33.61,99,-0.03,-35,,46,C-,,,D,C+,
HTUS,36.96,99,-1.62,370,,58,D+,,,,C+,
HUMN,27.75,99,-2.12,-50,,58,D,,,,C+,
HUSV,37.76,99,-1.15,-90,,42,D+,,,,C+,
HUTG,6.86,99,-12.72,-2,,5,D,,,,C+,
HVAC,33.78,99,-0.27,-82,,86,B-,,,,C+,
HYBB,46.00,99,-0.15,75,,46,C,,,,C+,
HYBI,49.26,99,-0.16,-69,,46,D,,,,C+,
HYBL,27.61,99,-0.18,-51,,42,C,,,,C+,
HYBX,29.47,99,-0.47,12,,42,E,,,,C+,
HYD,49.78,99,-0.22,90,,46,D-,,,,C+,
HYDB,46.03,99,-0.32,-57,,42,D-,,,D,C+,
HYDR,35.75,99,-1.79,-20,,92,C-,,,,C+,
HYDW,46.16,99,-0.15,-34,,46,D+,,,,C+,
HYEM,19.67,99,-0.41,-75,,52,C,,,,C+,
HYFI,36.69,99,-0.19,-35,,46,D-,,,,C+,
HYG,78.72,99,-0.25,26,,46,D-,,,D,C+,
HYGH,84.86,99,-0.50,-63,,52,E,,,,C+,
HYGV,39.62,99,-0.25,-42,,42,D-,,,,C+,
HYGW,29.23,99,-0.03,-68,,39,D+,,,,C+,
HYHG,63.26,99,-0.53,-22,,52,B+,,,,C+,
HYIN,13.86,99,-1.49,-15,,23,E,,,,C+,
HYLB,36.00,99,-0.22,-31,,46,D-,,,D,C+,
HYLS,40.34,99,0.07,-8,,42,E,,,,C+,
HYMB,24.61,99,0.16,174,,52,E,,,,C+,
HYP,24.16,99,-0.41,-89,,52,D,,,,C+,
HYRM,22.80,99,-0.26,-81,,42,E,,,,C+,
HYS,92.46,99,-0.13,-30,,42,E,,,,C+,
HYSA,14.70,99,-0.20,-1,,42,E,,,,C+,
HYSD,19.95,99,-0.20,-40,,52,C+,,,E,C+,
HYTI,19.06,99,-0.16,-71,,39,C-,,,,C+,
HYTR,21.24,99,-0.14,292,,46,D,,,,C+,
HYUP,40.99,99,-0.39,-63,,42,E,,,,C+,
HYXF,45.84,99,-0.26,-30,,42,B-,,,,C+,
HYZD,22.09,99,-0.36,-26,,52,C-,,,,C+,
IAGG,49.68,99,-0.16,60,,46,E,,,E,C+,
IAI,158.28,99,-2.60,-52,,35,E,,,,C+,
IAK,125.53,99,-2.00,-64,,33,B-,,,,C+,
IALT,27.10,99,0.11,-21,,75,B,,,,C+,
IAPR,31.08,99,-0.26,-48,,71,D,,,,C+,
IAT,52.13,99,-1.79,68,,58,D-,,,,C+,
IAU,84.95,99,3.48,-19,,87,E,,,C,C+,
IAUG,28.16,99,-0.46,-91,,65,D,,,,C+,
IAUI,54.97,99,3.48,-10,,70,E,,,,C+,
IAUM,44.98,99,3.43,-22,,87,D-,,,,C+,
IBAT,33.16,99,-0.21,-67,,90,B,,,,C+,
IBB,160.41,99,-2.93,-39,,79,D-,,,B,C+,
IBBQ,27.59,99,-2.92,-27,,82,C+,,,,C+,
IBCA,25.33,99,-0.20,75,,46,D+,,,,C+,
IBD,23.68,99,0.08,-52,,52,D+,,,,C+,
IBDR,24.23,99,0.04,-32,,58,E,,,,C+,
IBDS,24.19,99,0.12,-1,,58,D+,,,,C+,
IBDT,25.24,99,0.20,27,,52,A-,,,,C+,
IBDU,23.14,99,0.13,89,,52,B-,,,,C+,
IBDV,21.73,99,0.05,22,,52,D-,,,,C+,
IBDW,20.76,99,0.10,60,,52,B-,,,,C+,
IBDX,25.04,99,0.04,14,,52,E,,,,C+,
IBDY,25.59,99,-0.16,58,,52,D-,,,,C+,
IBDZ,25.78,99,-0.19,587,,46,E,,,,C+,
IBFR,48.37,99,0.17,-47,,39,,,,,C+,
IBGA,24.21,99,-0.33,122,,42,D,,,,C+,
IBGB,24.15,99,-0.33,-88,,42,D+,,,,C+,
IBGK,23.18,99,-0.56,-80,,42,B+,,,,C+,
IBGL,23.85,99,-0.54,-59,,42,D-,,,,C+,
IBHF,22.95,99,0.00,-14,,52,D-,,,,C+,
IBHG,22.03,99,0.05,-50,,46,D+,,,,C+,
IBHH,23.33,99,0.00,49,,52,E,,,,C+,
IBHI,23.03,99,-0.22,25,,46,E,,,,C+,
IBHJ,25.90,99,-0.31,120,,46,D-,,,,C+,
IBHK,25.18,99,-0.28,3,,46,D-,,,,C+,
IBHL,24.94,99,-0.16,295,,46,D-,,,,C+,
IBIC,25.92,99,0.08,-66,,58,A-,,,,C+,
IBID,26.09,99,0.19,-82,,58,C+,,,,C+,
IBIE,26.17,99,0.15,-52,,58,E,,,,C+,
IBIF,26.17,99,0.19,-46,,58,E,,,,C+,
IBIG,26.12,99,0.19,-61,,52,E,,,,C+,
IBIH,26.04,99,0.15,-60,,52,D-,,,,C+,
IBII,25.71,99,0.00,-64,,52,D-,,,,C+,
IBIJ,25.79,99,0.00,-45,,52,E,,,,C+,
IBIK,25.52,99,-0.16,-71,,52,E,,,,C+,
IBIL,25.23,99,-0.20,173,,52,D,,,,C+,
IBIT,37.40,99,-3.66,-6,,14,C+,,,,C+,
IBLC,35.82,99,-5.29,-50,,35,D-,,,,C+,
IBMO,25.65,99,0.08,57,,58,C-,,,,C+,
IBMP,25.40,99,0.12,36,,58,D,,,,C+,
IBMQ,25.48,99,0.08,19,,58,C-,,,,C+,
IBMR,25.31,99,0.00,-28,,58,B-,,,,C+,
IBMS,25.78,99,0.04,46,,58,E,,,,C+,
IBMT,25.60,99,0.31,-44,,58,D-,,,,C+,
IBND,30.86,99,0.00,-28,,42,E,,,D,C+,
IBOT,51.89,99,-2.22,-72,,77,D+,,,,C+,
IBRN,30.86,99,-2.99,-93,,86,C,,,,C+,
IBTG,22.91,99,0.04,69,,58,E,,,,C+,
IBTH,22.41,99,0.09,-24,,58,E,,,,C+,
IBTI,22.22,99,0.18,224,,52,C,,,,C+,
IBTJ,21.76,99,0.23,-37,,52,C,,,,C+,
IBTK,19.63,99,0.20,122,,52,C,,,,C+,
IBTL,20.27,99,0.15,-1,,52,E,,,,C+,
IBTM,22.75,99,0.09,-2,,52,E,,,,C+,
IBTO,24.18,99,0.08,-45,,52,D-,,,,C+,
IBTP,25.41,99,0.00,14,,52,E,,,,C+,
IBTQ,25.05,99,-0.04,2,,52,E,,,,C+,
IBUF,29.23,99,-0.34,402,,68,D-,,,,C+,
IBUY,60.58,99,-1.80,-89,,25,C-,,,,C+,
ICAP,25.99,99,-1.37,-27,,39,D-,,,,C+,
ICF,60.67,99,-0.61,-10,,58,C,,,,C+,
ICLN,17.85,99,-1.00,112,,89,C-,,,E,C+,
ICLO,25.49,99,0.08,-53,,58,C-,,,,C+,
ICOI,10.51,99,-6.83,-33,,5,E,,,,C+,
ICOP,44.81,99,1.13,-60,,89,C+,,,,C+,
ICOW,41.48,99,-0.12,-67,,83,B-,,,,C+,
ICPI,50.66,99,0.08,217,,61,A,,,,C+,
ICPY,11.14,99,-0.62,19,,77,C,,,,C+,
ICRC,25.31,99,-4.45,20,,12,C,,,,C+,
ICSH,50.57,99,0.00,54,,58,D+,,,,C+,
ICVT,100.84,99,-1.14,-49,,76,C,,,E,C+,
IDEC,31.81,99,-0.56,331,,70,E,,,,C+,
IDEF,32.16,99,-2.90,-71,,79,E,,,,C+,
IDEQ,30.80,99,-0.65,-80,,79,E,,,,C+,
IDEV,80.86,99,-0.88,-56,,70,B-,,,,C+,
IDGT,95.87,99,-1.03,255,,84,C+,,,,C+,
IDHQ,34.45,99,-1.06,45,,68,E,,,,C+,
IDLV,33.83,99,-0.44,-55,,65,E,,,D,C+,
IDMO,52.95,99,-1.08,-10,,65,D-,,,,C+,
IDNA,27.96,99,-1.93,-67,,87,B,,,,C+,
IDOG,40.50,99,-0.30,-27,,82,E,,,,C+,
IDRV,37.19,99,0.05,-49,,76,C+,,,,C+,
IDU,115.34,99,0.46,-27,,77,D-,,,,C+,
IDUB,24.29,99,-0.78,-30,,70,C-,,,,C+,
IDV,41.15,99,0.00,-22,,82,D+,,,E,C+,
IDVO,39.40,99,-0.66,-50,,79,C-,,,,C+,
IDVZ,32.81,99,-0.64,-10,,79,C+,,,,C+,
IDX,13.44,99,-1.18,-69,,28,C,,,,C+,
IDYN,27.96,99,-0.99,-51,,73,D,,,,C+,
IEDI,52.84,99,-1.73,21,,42,D-,,,,C+,
IEF,94.60,99,0.01,-1,,52,D-,,,D,C+,
IEFA,87.47,99,-0.97,-18,,68,C+,,,D,C+,
IEI,117.96,99,0.19,39,,52,D,,,D,C+,
IEMG,67.86,99,-0.44,-4,,77,C+,,,D,C+,
IEO,128.99,99,1.23,58,,93,A+,,,,C+,
IETC,85.77,99,-2.49,-37,,30,E,,,,C+,
IETH,19.88,99,-1.78,66,,7,E,,,,C+,
IEUR,67.76,99,-0.88,-12,,61,D-,,,E,C+,
IEUS,64.21,99,-1.62,-24,,46,E,,,,C+,
IEV,65.48,99,-0.92,0,,61,D,,,E,C+,
IEZ,29.81,99,0.88,-30,,95,C,,,,C+,
IFEB,29.26,99,-0.48,-90,,61,D,,,,C+,
IFGL,21.76,99,-1.49,48,,46,E,,,,C+,
IFLN,17.78,99,-0.50,-76,,39,D,,,E,C+,
IFLO,30.09,99,-0.63,-80,,80,B-,,,D,C+,
IFLR,49.26,99,-1.08,-91,,58,C,,,,C+,
IFRA,56.56,99,-0.09,56,,81,B,,,E,C+,
IFV,24.47,99,-1.17,-64,,73,C+,,,,C+,
IG,20.43,99,-0.20,-39,,46,B,,,D,C+,
IGBH,23.93,99,-0.29,67,,46,C-,,,,C+,
IGE,63.03,99,1.45,30,,91,B+,,,E,C+,
IGEB,44.63,99,-0.13,-9,,46,E,,,E,C+,
IGF,66.38,99,0.00,-19,,81,B-,,,D,C+,
IGGY,25.16,99,-1.26,22,,25,C+,,,,C+,
IGHG,77.27,99,-0.37,-8,,52,C+,,,,C+,
IGIB,52.66,99,-0.15,-7,,46,E,,,E,C+,
IGLB,48.80,99,-0.55,-12,,42,C-,,,,C+,
IGLD,24.59,99,3.32,-48,,70,B-,,,,C+,
IGM,115.25,99,-2.14,107,,58,E,,,A,C+,
IGME,23.68,99,-1.70,98,,19,C+,,,,C+,
IGOV,40.54,99,-0.37,27,,42,B-,,,D,C+,
IGPT,56.92,99,-1.81,-29,,79,E,,,,C+,
IGRO,81.14,99,-0.78,-32,,68,E,,,,C+,
IGSB,52.31,99,0.10,12,,52,D,,,,C+,
IGTR,27.52,99,-0.79,59,,71,D-,,,,C+,
IGV,76.89,99,-3.59,-30,,16,C+,,,A,C+,
IHAK,42.59,99,-3.75,37,,24,B-,,,,C+,
IHDG,46.84,99,-0.83,-32,,61,A-,,,,C+,
IHE,83.79,99,-1.75,-76,,82,C,,,,C+,
IHF,41.03,99,-2.52,26,,23,D,,,,C+,
IHI,53.18,99,-2.04,37,,26,E,,,,C+,
IHY,21.25,99,-0.42,-43,,42,D+,,,,C+,
IIGD,24.46,99,0.08,90,,52,C,,,,C+,
IJAN,35.54,99,-0.31,53,,65,C,,,,C+,
IJH,66.11,99,-1.64,-17,,70,D,,,D,C+,
IJJ,129.55,99,-1.63,9,,61,B-,,,E,C+,
IJK,98.53,99,-1.74,148,,73,E,,,,C+,
IJR,121.75,99,-1.55,-30,,73,D-,,,D,C+,
IJS,116.54,99,-1.65,238,,77,D,,,E,C+,
IJT,141.16,99,-1.47,20,,68,D+,,,,C+,
IJUL,33.06,99,-0.45,60,,68,D-,,,,C+,
IJUN,28.81,99,-0.62,-93,,68,C+,,,,C+,
ILCB,87.66,99,-1.70,2,,52,D+,,,,C+,
ILCG,92.47,99,-2.20,-15,,37,C,,,,C+,
ILCV,91.35,99,-1.26,-15,,68,D,,,,C+,
ILDR,28.75,99,-3.07,-26,,39,E,,,,C+,
ILF,33.88,99,-0.65,-62,,87,A-,,,D,C+,
ILIT,17.04,99,3.90,71,,95,B-,,,,C+,
ILOW,41.12,99,-0.96,-60,,58,C+,,,,C+,
ILS,19.77,99,0.05,-70,,52,B,,,,C+,
ILTB,48.29,99,-0.66,-34,,42,E,,,,C+,
IMAR,28.42,99,-0.56,-79,,52,D-,,,,C+,
IMCB,82.04,99,-1.20,71,,65,E,,,,C+,
IMCG,77.00,99,-1.67,-22,,46,C,,,,C+,
IMCV,83.65,99,-0.81,-53,,73,D-,,,,C+,
IMF,50.53,99,0.92,-97,,80,B,,,E,C+,
IMFL,30.75,99,-0.36,76,,79,E,,,D,C+,
IMOM,38.66,99,-1.93,27,,81,D+,,,,C+,
IMRA,12.63,99,-6.03,-64,,8,D-,,,,C+,
IMST,10.29,99,-4.46,-59,,7,C+,,,,C+,
IMTB,43.41,99,-0.12,64,,52,E,,,,C+,
IMTM,46.43,99,-1.04,-44,,65,D+,,,D,C+,
IMVP,20.07,99,-1.28,-11,,20,C,,,,C+,
INCE,64.14,99,-0.62,-39,,76,B,,,D,C+,
INCM,28.64,99,-0.42,-32,,70,B,,,,C+,
INCO,53.75,99,-1.93,-1,,24,E,,,,C+,
IND,20.71,99,-1.71,-69,,23,C,,,,C+,
INDA,45.82,99,-1.69,-21,,25,D-,,,C,C+,
INDE,25.35,99,-1.67,-5,,26,E,,,,C+,
INDH,37.56,99,-0.48,-66,,28,E,,,,C+,
INDL,39.85,99,-3.60,3,,14,E,,,,C+,
INDS,36.15,99,-0.90,-61,,42,D+,,,,C+,
INDY,41.24,99,-1.93,14,,21,E,,,,C+,
INDZ,21.58,99,-2.18,-95,,29,,,,,C+,
INEQ,37.89,99,-0.68,-80,,73,B+,,,,C+,
INFL,51.64,99,0.74,-44,,86,B-,,,,C+,
INFO,22.93,99,-1.55,-57,,61,B-,,,,C+,
INKM,33.11,99,-0.54,-73,,61,D,,,,C+,
INMU,23.87,99,0.00,-10,,58,C+,,,,C+,
INOV,33.93,99,-0.59,-24,,68,E,,,,C+,
INQQ,11.53,99,-1.71,11,,17,E,,,,C+,
INRO,29.96,99,-1.64,-80,,58,C-,,,,C+,
INTF,37.69,99,-0.89,-20,,75,D+,,,,C+,
INTL,27.40,99,-0.58,-52,,70,E,,,,C+,
INTW,49.80,99,-4.49,-61,,96,C+,,,,C+,
INVG,25.09,99,-0.24,-57,,46,C+,,,,C+,
INVN,18.05,99,-2.90,-83,,32,E,,,,C+,
IOCT,34.45,99,-0.26,37,,68,D-,,,,C+,
ION,54.74,99,3.07,-87,,94,D+,,,,C+,
IONL,9.97,99,-15.51,24,,2,C+,,,,C+,
IONX,19.08,99,-16.24,12,,2,D+,,,,C+,
IONZ,27.85,99,15.13,-66,,22,C,,,,C+,
IOO,117.26,99,-1.68,-24,,68,D+,,,E,C+,
IOPP,23.00,99,-2.17,236,,25,E,,,,C+,
IOYY,9.33,99,-1.37,-77,,5,C+,,,,C+,
IPAC,74.12,99,-1.17,-54,,73,D,,,,C+,
IPAV,29.18,99,-1.35,-95,,75,D+,,,,C+,
IPAY,41.41,99,-2.86,-49,,17,E,,,,C+,
IPKW,54.39,99,-0.73,-72,,73,A-,,,E,C+,
IPO,40.57,99,-3.45,-31,,30,B-,,,,C+,
IPOS,17.53,99,-1.02,-35,,81,D-,,,,C+,
IQDF,30.69,99,-0.52,-76,,77,D-,,,,C+,
IQDG,38.97,99,-1.17,-19,,46,B+,,,,C+,
IQDY,36.81,99,-0.46,-47,,77,C,,,,C+,
IQHI,25.58,99,-0.43,-36,,42,D,,,D,C+,
IQLT,44.67,99,-0.76,-44,,68,B,,,D,C+,
IQM,86.96,99,-1.51,-56,,82,D-,,,,C+,
IQMM,100.13,99,0.03,-99,,58,,,,,C+,
IQQQ,40.92,99,-1.82,-5,,39,C,,,,C+,
IQRA,28.70,99,-0.42,0.0,,70,B,,,,C+,
IQSI,34.12,99,-0.99,-92,,65,D,,,D,C+,
IQSM,33.91,99,-1.60,-98,,65,D,,,D,C+,
IQSU,50.07,99,-1.84,-95,,46,D-,,,D,C+,
IQSZ,26.95,99,-1.32,188,,65,E,,,,C+,
IRE,14.07,99,-12.88,-29,,3,D,,,,C+,
IREG,10.32,99,-12.02,29,,10,C-,,,,C+,
IREX,18.69,99,-12.34,-58,,3,D,,,,C+,
IREZ,30.02,99,12.52,-41,,85,E,,,,C+,
IROC,50.00,99,-0.06,-46,,52,B-,,,,C+,
IRTR,30.13,99,-0.56,-66,,61,C-,,,,C+,
ISBG,17.08,99,-1.78,4,,13,E,,,,C+,
ISCB,63.75,99,-1.67,35,,70,E,,,,C+,
ISCF,40.52,99,-1.15,-13,,70,C,,,,C+,
ISCG,53.65,99,-1.99,-27,,68,E,,,,C+,
ISCV,68.14,99,-1.49,-13,,71,E,,,,C+,
ISEP,32.15,99,-0.59,-24,,68,C-,,,,C+,
ISHG,73.80,99,-0.04,-33,,52,E,,,,C+,
ISHP,32.05,99,-2.14,-30,,23,E,,,,C+,
ISMD,39.43,99,-1.45,-54,,71,C,,,,C+,
ISMF,27.17,99,0.48,105,,73,B-,,,,C+,
ISPY,42.32,99,-2.24,42,,39,D-,,,,C+,
ISRA,59.52,99,-3.69,19,,83,D+,,,,C+,
ISSB,17.57,99,-5.89,6,,14,E,,,,C+,
