Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,IBD Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Ind Grp RS,PE Ratio,Vol. 50 Day Avg. (1000s)
HAWG,30.26,,-0.12,,,,,,,,,
HAWX,46.38,,-0.29,-67,,82,D,,,,,26
HBDC,24.8,,-0.08,-25,,31,C,,,,,2
HBIL,20,,,,,,,,,,,
HBMX,25.4,,0.32,-81,,25,,,,,,126
HBR,8.86,,-0.62,-34,,2,E,,,,,54
HBRD,24.43,,-0.08,165,,24,E,,,,,0
HBTA,33.07,,0.15,-69,,74,D+,,,,,104
HBTC,17.41,,-0.62,-65,,5,C,,,,,0
HCAC,10.08,,,-99,,,C,,,,12,72
HCIC,10,,0.1,-86,,,C,,,,28,9
HCMA,10.32,,0.39,24,,,C,,,,59,26
HCMT,42.62,,-0.43,-63,,80,B-,,,,,46
HCOW,25.99,,-0.05,4,,76,A+,,,,,6
HCRB,34.56,,-0.27,-60,,17,E,,,,,39
HDEF,33.85,,0.15,-45,,60,E,,,,,165
HDG,55.03,,-0.18,-4,,53,B,,,,,1
HDGE,14.12,,0.65,-61,,6,E,,,,,74
HDLB,17.77,,0.27,7,,74,A,,,,,4
HDMV,38.89,,0.76,87,,58,D-,,,,,1
HDUS,74.68,,-0.25,-30,,83,A,,,,,10
HDV,29.34,,0.27,-98,,86,C+,,,,,4594
HEAL,29.25,,0.22,-67,,57,A+,,,,,8
HECA,27.87,,0.22,-48,,35,D+,,,,,93
HECO,63.96,,,-98,,98,D-,,,,,8
HEDG,30.65,,0.08,-51,,53,C,,,,,41
HEDJ,58.22,,0.14,-80,,74,C,,,,,80
HEEM,42.37,,,-77,,71,E,,,,,192
HEFA,47.81,,-0.3,7,,85,B,,,,,550
HEFT,26.66,,0.17,-40,,29,C,,,,,27
HEGD,27.34,,-0.29,-35,,60,B+,,,,,100
HELO,70.15,,0.04,70,,57,B+,,,,,419
HELS,24.37,,-0.56,63,,26,C,,,,,10
HELX,40.5,,-0.61,-50,,96,C+,,,,,3
HEMI,42.38,,0.04,-48,,46,E,,,,,2
HEQ,11.68,,-0.43,-58,,,A,,,,,27
HEQQ,62.01,,0.18,-89,,53,C,,,,,2
HEQT,34.65,,0.03,-57,,65,A+,,,,,54
HERD,51.92,,0.13,26,,91,A-,,,,,3
HERO,27.96,,3.33,142,,44,A+,,,,,22
HERZ,16.28,,-1.93,109,,7,C-,,,,19,27
HEWJ,66.36,,-0.36,145,,93,B+,,,,,45
HEZU,50.68,,0.08,1373,,89,E,,,,,32
HF,22.84,,-0.08,-35,,64,A,,,,,1
HFEQ,25.02,,-0.18,-41,,80,D,,,,,6
HFGM,31.96,,0.57,-15,,20,D,,,,,47
HFGO,30.39,,,-41,,75,A+,,,,,44
HFMF,21.74,,0.57,-5,,26,D,,,,,6
HFND,24.75,,0.25,-85,,51,B,,,,,9
HFRO,7.22,,0.56,-44,,90,D,,,,63,166
HFSI,35.01,,-0.13,-40,,23,D,,,,,271
HFSP,13.18,,,-50,,7,E,,,,,0
HFXI,38.56,,-0.1,-22,,83,B,,,,,299
HGER,33.64,,0.78,-23,,79,A,,,,,1551
HGLB,7.58,,0.26,-26,,7,B+,,,,,92
HGRO,30.89,,-0.46,-9,,50,E,,,,,52
HIBL,115.72,,0.29,-17,,99,C,,,,,59
HIBS,17.67,,-0.67,-51,,2,C+,,,,,232
HIDE,24.57,,0.24,-65,,45,A-,,,,,54
HIDV,93.29,,-0.14,-9,,86,C,,,,,10
HIGH,21.94,,-0.23,-67,,29,A,,,,,22
HIMC,14.75,,-5.59,-93,,22,,,,,,
HIMU,48.56,,-0.33,29,,35,E,,,,,333
HIMZ,27.45,,-4.19,-71,,5,E,,,,,476
HIO,3.56,,0.28,-31,,12,C+,,,,36,351
HIPS,11.85,,0.44,5,,36,C,,,,,53
HIS,26.59,,-0.24,-96,,53,,,,,,19
HISF,43.98,,-0.14,-73,,17,E,,,,,6
HIX,3.93,,-0.76,-31,,16,E,,,,62,318
HIYY,12.43,,-1.8,-32,,3,E,,,,,54
HJLY,25.43,,,-88,,43,,,,,,
HJUN,25.27,,,-13,,39,,,,,,1
HLAL,73.39,,-0.21,-31,,87,C-,,,,,58
HLTH,27.55,,0.09,-35,,60,,,,,,
HLXC,11,,1.95,-96,,,D,,,,19,26
HMAY,25.36,,0.04,-46,,40,E,,,,,2
HMOP,38.7,,-0.22,-23,,29,E,,,,,75
HMYY,5.83,,-0.68,32,,7,E,,,,,4
HNDL,22.79,,0.04,72,,42,D,,,,,56
HODL,17.79,,-0.7,-45,,4,B-,,,,,1301
HODU,10.51,,-7.7,-42,,46,D-,,,,,195
HOLA,57.14,,0.06,-77,,68,C,,,,,24
HOLD,32.02,,0.2,-50,,27,C,,,,,0
HOMZ,46.85,,-0.34,-14,,50,B+,,,,,4
HONG,15.64,,0.12,-94,,52,E,,,,,15
HOOC,16.39,,-7.49,-97,,23,,,,,,
HOOG,25.5,,-7.94,-24,,41,E,,,,,546
HOOW,24.65,,-4.49,16,,23,E,,,,,182
HOOX,28.82,,-7.5,-97,,41,E,,,,,77
HOOY,25.86,,-2.44,-42,,5,E,,,,,133
HOOZ,11.99,,8.7,-79,,5,D-,,,,,281
HOYY,5.11,,-0.09,42,,3,D-,,,,,21
HPEL,20.37,,-4.01,-3,,64,,,,,,
HPF,15.86,,-0.5,-28,,18,A,,,,36,30
HPI,16.09,,-0.49,-9,,35,B-,,,,35,46
HPS,14.21,,-0.42,-9,,12,E,,,,37,53
HQGO,68.06,,,-94,,83,B-,,,,,1
HQH,23.32,,-1.14,-14,,97,A,,,,79,230
HQL,21.1,,-0.24,-24,,98,A,,,,95,149
HRSK,25.91,,-0.41,-79,,42,,,,,,
HRTS,37.19,,-0.66,-29,,86,A,,,,,6
HSBH,113.39,,-0.18,117,,98,E,,,,,8
HSCZ,44.25,,-0.11,-31,,72,C+,,,,,32
HSMV,39.44,,0.26,132,,67,A-,,,,,6
HSPOF,11.99,,,400,,,C-,,,,97,0
HTAB,18.92,,-0.26,-39,,29,D-,,,,,45
HTAX,24.51,,-0.31,98,,43,C,,,,,7
HTD,25.5,,,-58,,42,E,,,,79,67
HTEC,40.86,,-0.8,-47,,97,A-,,,,,23
HTRB,33.3,,-0.28,-23,,16,E,,,,,207
HTUS,46.24,,-0.02,-30,,77,C,,,,,13
HULL,26.68,,0.43,-84,,48,E,,,,,2
HUMN,33.42,,0.54,-33,,42,D-,,,,,134
HUSV,41.37,,-0.15,-85,,65,A,,,,,10
HUTG,13.86,,5.45,187,,25,E,,,,,92
HVAC,37.16,,0.23,-45,,44,E,,,,,10
HVII,10.52,,,-89,,,D+,,,,35,52
HVMC,10.27,,0.59,-100,,,E,,,,51,73
HWIV,26.8,,,-100,,53,,,,,,
HWO,27.32,,,-69,,60,,,,,,
HWSM,32.36,,,-94,,94,C,,,,,0
HYBB,46.58,,-0.06,-48,,30,A+,,,,,85
HYBI,48.94,,-0.11,112,,15,E,,,,,31
HYBL,28.02,,0.11,-15,,25,A,,,,,113
HYBX,29.59,,0.1,-76,,20,A,,,,,3
HYD,50.46,,-0.38,-27,,30,D,,,,,815
HYDB,46.5,,-0.06,-30,,22,D,,,,,160
HYDR,45.22,,-1.74,-29,,43,E,,,,,74
HYDW,46.79,,-0.06,-73,,32,E,,,,,4
HYEM,20.07,,0.1,-59,,39,C-,,,,,257
HYFI,37.21,,-0.07,-60,,27,A+,,,,,52
HYG,79.71,,-0.1,-17,,28,C+,,,,,31954
HYGD,49.58,,0.21,,,,,,,,,
HYGH,86.57,,0.06,-14,,43,C,,,,,55
HYGM,24.62,,0,-82,,28,C-,,,,,1
HYGU,25.16,,-0.53,-91,,,,,,,,
HYGV,40.2,,-0.01,-62,,29,B,,,,,97
HYGW,28.98,,,-55,,20,C,,,,,26
HYHG,64.67,,-0.08,-30,,38,C-,,,,,23
HYI,10.53,,0.1,-53,,12,B+,,,,38,65
HYIN,14.47,,-0.62,-4,,15,A,,,,,20
HYLB,36.39,,-0.05,-75,,27,B,,,,,1064
HYLS,40.8,,-0.07,-68,,21,C,,,,,209
HYMB,24.95,,-0.32,-8,,34,D,,,,,1300
HYNX,24.65,,1.11,-40,,22,,,,,,
HYP,27.92,,1.48,-85,,43,D,,,,,40
HYPG,19.66,,-3.44,-79,,20,,,,,,99
HYS,93,,-0.02,-46,,23,A,,,,,110
HYSA,14.91,,0.17,139,,28,A+,,,,,73
HYSD,20.01,,-0.1,-69,,23,B,,,,,8
HYT,8.32,,-0.15,4,,9,E,,,,54,771
HYTI,19.01,,-0.13,-54,,16,C,,,,,26
HYTR,21.27,,-0.13,-42,,19,D,,,,,64
HYUP,41.46,,-0.1,-27,,23,B-,,,,,5
HYXF,46.52,,-0.04,-82,,27,D,,,,,23
HYZD,22.63,,0.09,-57,,43,D,,,,,80
IACO,9.97,,0.1,-100,,,E,,,,73,19
IACQ,9.97,,0.4,-100,,,,,,,87,
IAE,8.84,,1.03,-59,,87,B-,,,,92,75
IAF,13.19,,-0.38,-10,,26,B-,,,,64,18
IAGG,49.87,,-0.24,21,,25,E,,,,,1116
IAI,191.17,,-0.44,-55,,71,A,,,,,81
IAK,145.75,,0.19,206,,81,C,,,,,125
IALT,29.04,,-0.34,-51,,58,E,,,,,1749
IAPR,34.14,,0.03,-47,,69,B,,,,,8
IAT,65.72,,0.6,-56,,92,A,,,,,168
IAU,82.28,,0.61,-64,,36,C-,,,,,6238
IAUG,31.04,,0.13,23,,67,A,,,,,19
IAUI,51.64,,0.43,10,,14,D+,,,,,204
IAUM,43.63,,0.69,-35,,37,C,,,,,2291
IBAC,,,,,,,B+,,,,78,3
IBAT,42,,-0.12,-63,,66,E,,,,,42
IBB,198.26,,-0.34,-63,,97,A,,,,,1586
IBBQ,33.81,,-0.3,-59,,97,B+,,,,,23
IBCA,25.07,,-0.36,-5,,14,E,,,,,93
IBCB,24.58,,-0.42,73,,25,E,,,,,45
IBD,23.64,,-0.17,-41,,20,E,,,,,76
IBDR,24.2,,0.04,-49,,33,E,,,,,567
IBDS,24.17,,,-42,,31,E,,,,,587
IBDT,25.19,,-0.04,-41,,28,D,,,,,676
IBDU,23.08,,-0.03,-45,,25,C-,,,,,619
IBDV,21.63,,-0.12,-51,,21,D+,,,,,699
IBDW,20.64,,-0.15,-45,,19,E,,,,,593
IBDX,24.87,,-0.24,-32,,17,E,,,,,243
IBDY,25.35,,-0.22,102,,15,E,,,,,325
IBDZ,25.57,,-0.27,-21,,15,E,,,,,130
IBFR,51.48,,0.03,-40,,47,E,,,,,1
IBGA,23.47,,-0.57,-38,,11,E,,,,,15
IBGB,23.4,,-0.63,-13,,11,E,,,,,1
IBGC,23.96,,-0.58,-81,,21,E,,,,,18
IBGK,22.2,,,-78,,10,B-,,,,,1
IBGL,22.81,,,-69,,10,C,,,,,1
IBGM,23.71,,-0.7,-93,,19,C,,,,,32
IBHF,22.5,,-0.02,-54,,17,C,,,,,260
IBHG,21.95,,-0.05,-30,,22,E,,,,,160
IBHH,23.37,,-0.04,-10,,25,E,,,,,122
IBHI,23.3,,-0.17,-3,,27,E,,,,,112
IBHJ,26.43,,0.02,-47,,34,B,,,,,44
IBHK,25.51,,-0.23,-66,,25,C-,,,,,20
IBHL,25.36,,-0.2,-74,,30,E,,,,,9
IBHM,25.31,,-0.04,-36,,39,C,,,,,6
IBIC,25.61,,0.02,204,,22,E,,,,,23
IBID,25.73,,,60,,19,E,,,,,29
IBIE,25.75,,-0.12,9,,16,D,,,,,30
IBIF,25.74,,-0.08,74,,15,A-,,,,,20
IBIG,25.67,,-0.02,75,,13,D-,,,,,30
IBIH,25.66,,-0.04,87,,14,E,,,,,21
IBII,25.3,,-0.14,-22,,13,D,,,,,15
IBIJ,25.3,,-0.12,230,,12,E,,,,,12
IBIK,25.06,,-0.16,-38,,12,D+,,,,,14
IBIL,24.8,,-0.2,-18,,12,D,,,,,14
IBIM,24.63,,-0.28,94,,23,C,,,,,13
IBIT,35.63,,-0.7,-40,,4,C+,,,,,43168
IBLC,43.66,,0.1,-58,,29,E,,,,,14
IBMO,25.61,,0.04,88,,36,D-,,,,,69
IBMP,25.38,,0.04,4,,37,A+,,,,,82
IBMQ,25.52,,-0.06,4,,36,D+,,,,,69
IBMR,25.29,,-0.1,15,,30,D+,,,,,58
IBMS,25.77,,-0.04,-24,,27,C+,,,,,68
IBMT,25.6,,-0.12,-60,,31,C,,,,,53
IBMU,25.16,,-0.12,-51,,35,E,,,,,10
IBMV,25.09,,0.04,-16,,34,C,,,,,8
IBMW,24.93,,-0.14,-74,,28,C,,,,,6
IBMX,24.68,,-0.16,-3,,25,D,,,,,4
IBND,31.16,,0.02,-64,,16,B,,,,,71
IBOT,68.94,,-0.04,-35,,92,C,,,,,19
IBRN,39.14,,0.09,-52,,97,E,,,,,4
IBTG,22.86,,0.02,-41,,33,E,,,,,479
IBTH,22.36,,0.09,-18,,31,B+,,,,,475
IBTI,22.11,,,-7,,27,B-,,,,,445
IBTJ,21.57,,-0.05,-22,,23,B-,,,,,290
IBTK,19.43,,-0.1,-21,,21,D+,,,,,272
IBTL,20.02,,-0.17,-21,,19,C,,,,,237
IBTM,22.46,,-0.22,-25,,18,D+,,,,,120
IBTO,23.82,,-0.21,-44,,16,E,,,,,98
IBTP,25.01,,-0.25,-29,,15,E,,,,,54
IBTQ,24.64,,-0.28,-18,,15,E,,,,,49
IBTR,24.43,,-0.31,64,,26,E,,,,,11
IBUF,32.14,,0.08,-72,,72,A+,,,,,17
IBUY,73.54,,-0.08,-42,,72,A+,,,,,16
IBX,17.9,,-2.24,-75,,14,E,,,,,1174
ICAP,29.68,,0.04,-46,,62,B-,,,,,31
ICF,69.06,,0.35,-55,,64,D,,,,,147
ICLN,18.21,,-0.82,-19,,36,E,,,,,5876
ICLO,25.63,,,-61,,38,A,,,,,129
ICOP,53.57,,-0.35,-31,,55,D,,,,,93
ICOW,45.01,,0.7,-55,,61,C-,,,,,187
ICPI,50.01,,-0.01,-23,,24,C,,,,,6
ICPY,13.18,,0.38,-56,,94,E,,,,,23
ICSH,50.5,,-0.01,-17,,32,A,,,,,1515
ICVT,119.02,,0.41,1,,74,C-,,,,,701
IDAC,9.98,,0,-100,,,,,,,,
IDAU,25.05,,0.17,-6,,,,,,,,
IDE,13.35,,0.53,-48,,37,E,,,,,38
IDEC,35.41,,-0.01,6900,,69,E,,,,,1
IDEF,35.65,,0.79,-50,,77,C,,,,,651
IDEQ,35.96,,0.06,-50,,78,E,,,,,314
IDEV,93.56,,,-46,,74,C-,,,,,1468
IDGT,123.4,,0.37,-61,,89,D,,,,,47
IDHQ,45.66,,-0.09,-43,,98,A-,,,,,147
IDIAU,10,,,,,,,,,,75,
IDJL,25.6,,-0.15,610,,42,,,,,,
IDJN,25.64,,0.05,5927,,42,,,,,,1
IDLV,36.1,,0.39,-46,,53,E,,,,,23
IDMO,63.26,,0.09,-42,,76,C+,,,,,358
IDMY,25.82,,-0.22,1136,,48,E,,,,,2
IDNA,35.23,,-0.03,2,,98,A+,,,,,49
IDOG,44.34,,0.61,-22,,70,C+,,,,,31
IDRV,37.45,,1.01,-39,,16,D-,,,,,28
IDU,112.53,,0.6,-52,,38,E,,,,,133
IDUB,28.32,,-0.02,-40,,76,C,,,,,35
IDV,44.7,,0.7,-59,,56,D+,,,,,886
IDVO,43.16,,0.16,-9,,57,E,,,,,225
IDVY,27.46,,,-96,,57,D-,,,,,0
IDVZ,34.4,,-0.23,-39,,42,E,,,,,34
IDX,11.25,,1.26,-53,,6,B,,,,,61
IDYN,31.06,,-0.12,-85,,56,D-,,,,,13
IEAG,10.25,,,-68,,,E,,,,45,55
IEDI,57.21,,,4,,48,B+,,,,,3
IEF,93.04,,-0.28,-23,,14,E,,,,,6967
IEFA,101.19,,-0.02,-41,,72,C,,,,,9411
IEI,116.59,,-0.15,-39,,20,E,,,,,1270
IEMG,81.19,,-0.12,-59,,70,D,,,,,12355
IEO,130.79,,1.04,16,,98,A-,,,,,74
IETC,112.08,,-0.63,-70,,75,A,,,,,52
IEUR,78.24,,0.03,-65,,71,B-,,,,,891
IEUS,74.13,,0.38,-63,,56,B+,,,,,6
IEV,75.63,,0.05,46,,73,C+,,,,,98
IEZ,30.31,,2.78,-64,,64,C-,,,,,433
IFEB,32.13,,-0.09,202,,60,B+,,,,,10
IFED,44.5,,-4.91,-99,,95,B+,,,,,1
IFGL,22.82,,-0.22,-85,,19,C,,,,,10
IFLN,18.26,,-0.11,-45,,27,C,,,,,37
IFLO,36.42,,0.63,25,,97,E,,,,,38
IFLR,54.79,,-0.09,33,,57,C,,,,,16
IFN,11.88,,0.34,-64,,24,A+,,,,3,154
IFRA,61.84,,0.73,-63,,59,E,,,,,412
IFV,26.36,,0.25,-61,,32,D,,,,,54
IG,20.22,,-0.32,-66,,14,E,,,,,50
IGA,10.38,,0.39,24,,68,A+,,,,59,52
IGAC,10.1,,,-98,,,E,,,,67,29
IGBH,24.37,,-0.12,-25,,25,E,,,,,105
IGCB,44.94,,-0.2,-80,,14,C,,,,,2
IGD,6.69,,0.3,-15,,89,A,,,,56,295
IGE,63.58,,1.32,-39,,79,B-,,,,,150
IGEB,44.24,,-0.24,-44,,14,E,,,,,355
IGF,65.92,,-0.03,-37,,39,E,,,,,841
IGGY,30.02,,0.24,188,,51,D-,,,,,0
IGHG,77.89,,,30,,26,C-,,,,,18
IGI,15.91,,-0.08,-21,,14,E,,,,29,12
IGIB,52.26,,-0.28,-47,,15,E,,,,,2610
IGLB,47.86,,-0.56,99,,11,E,,,,,1920
IGLD,21.73,,0.32,-41,,12,C-,,,,,329
IGM,164.67,,-0.6,-52,,94,B,,,,,466
IGOV,41.2,,-0.21,-82,,17,C,,,,,339
IGPT,96.14,,0.92,-72,,96,D,,,,,223
IGR,4.72,,,-12,,18,A-,,,,4,507
IGRO,92.49,,-0.19,0,,73,C,,,,,40
IGSB,52.15,,-0.1,3,,24,D,,,,,2976
IGTA,0.05,,-95,1036,,,E,,,,97,0
IGV,104.08,,-2.07,-38,,63,A+,,,,,15868
IHAK,66.74,,-2.37,-41,,98,A+,,,,,173
IHD,7.64,,1.46,-28,,83,C-,,,,95,87
IHDG,53.82,,-0.37,-51,,79,A,,,,,122
IHE,102.66,,-0.32,-63,,97,B-,,,,,268
IHF,57.15,,0.4,-74,,95,C+,,,,,534
IHI,55.76,,-0.62,-12,,44,A+,,,,,2991
IHY,21.68,,-0.05,-77,,21,A,,,,,9
IIF,23.15,,-0.3,-1,,38,A+,,,,2,32
IIGD,24.4,,-0.08,-93,,22,D,,,,,7
IIM,12.79,,-0.16,31,,58,D,,,,9,93
IINC,26.31,,-0.04,24,,50,,,,,,
IJAN,39.02,,-0.12,49,,62,C-,,,,,13
IJH,78.67,,0.32,-31,,87,B+,,,,,6958
IJJ,151.67,,0.26,-46,,83,B+,,,,,192
IJK,119.04,,0.36,-36,,90,B,,,,,251
IJR,150.44,,0.48,-45,,95,A-,,,,,3712
IJS,140.68,,0.31,-78,,94,C,,,,,362
IJT,178.5,,0.63,-59,,96,C+,,,,,198
IJUL,36.97,,-0.19,-67,,73,B+,,,,,65
IJUN,32.05,,-0.04,-94,,68,E,,,,,25
ILCB,107.67,,-0.19,-44,,81,A,,,,,14
ILCG,118.23,,-0.35,-69,,70,A-,,,,,79
ILCV,108.15,,0.01,-31,,88,A,,,,,25
ILDR,39.78,,-0.42,-50,,93,B,,,,,58
ILF,33.6,,0.54,-10,,39,E,,,,,2413
ILIT,15.56,,2.42,-64,,38,D,,,,,24
ILLU,9.92,,,-75,,,E,,,,30,8
ILOW,47.42,,-0.02,-49,,73,C,,,,,50
ILS,19.97,,-0.08,-13,,33,C,,,,,28
ILTB,47.14,,-0.59,-23,,11,E,,,,,52
IMAR,31.35,,-0.01,-47,,59,E,,,,,14
IMAY,32.62,,-0.09,-97,,67,B,,,,,6
IMC,8.1,,-19.8,-39,,,,,,,,
IMCB,101.21,,0.06,-58,,95,A+,,,,,35
IMCG,100.42,,-0.12,-7,,95,A,,,,,104
IMCV,98.39,,0.16,-52,,93,A+,,,,,25
IMF,52.65,,0.48,-98,,62,E,,,,,9
IMFL,34.83,,-0.29,120,,72,D,,,,,74
IMOM,42.23,,-0.55,-67,,41,E,,,,,16
IMTB,42.99,,-0.3,-37,,17,E,,,,,31
IMTG,48.56,,-0.27,156,,22,E,,,,,0
IMTM,54.25,,,-50,,63,D,,,,,393
IMVP,20.22,,-1.03,-72,,9,B,,,,,49
INAC,10.29,,-0.58,-100,,,C,,,,29,9
INCE,69.75,,0.1,-91,,72,B,,,,,52
INCM,29.63,,-0.1,-7,,50,A,,,,,404
INCO,62.31,,-0.89,-41,,43,A,,,,,34
IND,23.09,,-0.57,-60,,38,C-,,,,,1
INDA,49.78,,-0.4,-66,,34,B,,,,,6145
INDE,29.83,,-0.5,-60,,58,D-,,,,,5
INDH,39.43,,,-93,,23,A,,,,,1
INDL,45.5,,-0.74,-75,,36,B+,,,,,16
INDQ,26.99,,,-99,,47,C,,,,,1
INDS,41.49,,-0.19,-75,,62,D,,,,,10
INDY,43.63,,-0.32,-24,,28,A-,,,,,116
INDZ,25.48,,-0.57,-99,,53,D-,,,,,1
INEQ,41.75,,0.23,12,,59,E,,,,,16
INFH,8.56,,10.45,0,,18,,,,,,
INFL,52.76,,0.76,-67,,55,B-,,,,,194
INFO,28.55,,-0.15,21,,89,C,,,,,17
INKM,34.77,,-0.21,-16,,47,D,,,,,5
INMU,23.88,,-0.17,-33,,31,C+,,,,,192
INOV,38.03,,-0.04,-98,,70,A+,,,,,10
INQQ,13.76,,-0.71,-40,,46,A,,,,,27
INRO,37.27,,-0.17,-37,,84,A-,,,,,2
INT,19.29,,-4.58,-12,,25,,,,,,
INTF,43.29,,0.07,-30,,78,C-,,,,,251
INTL,31.42,,0.09,-34,,63,D,,,,,34
INTM,51.6,,0.14,-87,,39,C,,,,,1
INTW,24.55,,-3.95,-34,,61,E,,,,,5424
INVG,24.96,,-0.28,69,,14,D,,,,,5
INVN,26.15,,-1.68,93,,98,A+,,,,,4
INYY,40.81,,-1.43,-65,,21,,,,,,46
IOCT,38.07,,0.05,-81,,67,A+,,,,,9
ION,52.11,,2.13,2,,41,D,,,,,3
IONC,16.77,,5.8,3,,22,,,,,,
IONL,18.33,,6.45,-16,,8,D-,,,,,711
IONX,33.61,,5.92,-61,,3,D-,,,,,1097
IONZ,2.36,,-6.35,10,,1,D,,,,,16376
IOO,145.1,,-0.43,-72,,79,A-,,,,,269
IOPP,27.01,,-0.3,6,,53,B+,,,,,4
IOSX,28.71,,,-100,,58,,,,,,
IOYY,6.75,,0.53,-68,,5,D-,,,,,40
IPAC,86.49,,-0.22,-55,,75,B,,,,,91
IPAV,32.47,,-0.3,-17,,39,D,,,,,2
IPAY,52.11,,-0.39,-53,,57,A+,,,,,61
IPCX,3.95,,3.67,84,,,D+,,,,33,82
IPEX,10.52,,-1.68,-63,,,E,,,,85,25
IPFX,10.15,,0.3,-76,,,,,,,16,266
IPKW,61.53,,0.13,-57,,72,B,,,,,43
IPO,57,,-0.28,-62,,93,C+,,,,,38
IPOS,23.57,,-0.2,-87,,97,E,,,,,4
IPVV,9.81,,-0.2,-27,,,,,,,1,
IQDF,35.6,,-0.17,-57,,76,E,,,,,63
IQDG,44.79,,0.02,4,,70,C-,,,,,36
IQDY,43.71,,-0.13,-84,,82,E,,,,,11
IQHI,25.86,,-0.15,1632,,25,E,,,,,6
IQI,10.27,,0.39,124,,54,B+,,,,10,150
IQLT,51.83,,0.02,-56,,79,B,,,,,1510
IQM,112.63,,0.13,-73,,73,D,,,,,13
IQMM,100.11,,0.03,-96,,37,D,,,,,1729
IQQ,24.73,,-0.16,-53,,43,,,,,,
IQQQ,49.26,,-0.2,-54,,57,C-,,,,,57
IQRA,30.64,,,-97,,50,E,,,,,0
IQSI,39.47,,-0.31,-78,,71,D+,,,,,13
IQSM,40.88,,0,33,,90,C+,,,,,4
IQSU,63.26,,0.02,-72,,86,D+,,,,,4
IQSZ,32.72,,-0.11,142,,86,D-,,,,,0
IRAB,9.93,,,-100,,,C-,,,,50,4
IRE,11.88,,-3.81,-13,,1,E,,,,,7198
IREC,26.12,,-3.52,-46,,56,,,,,,
IREG,9.62,,-2.83,85,,5,E,,,,,696
IREX,17.06,,-3.29,-46,,1,D-,,,,,1124
IREZ,10.27,,2.6,-8,,4,D-,,,,,2124
IRHO,10.02,,,-31,,,E,,,,45,49
IROC,50.64,,-0.25,-21,,35,B+,,,,,16
IRTR,32.15,,-0.22,-85,,48,D+,,,,,15
IRVH,19.09,,-0.29,-52,,10,A,,,,,0
ISBG,11.87,,-0.97,-10,,6,D,,,,,8
ISCB,77.55,,0.25,-46,,91,A,,,,,4
ISCF,46.04,,0.4,-73,,58,D,,,,,45
ISCG,66.36,,0.35,-60,,91,A+,,,,,24
ISCV,81.79,,0.21,-48,,92,A-,,,,,12
ISD,12.41,,-0.4,58,,7,E,,,,43,125
ISEP,35.5,,0.08,-82,,65,A+,,,,,2
ISHG,75.63,,0.28,-78,,37,A+,,,,,92
ISHP,37.09,,,-86,,43,A+,,,,,0
ISMD,50.68,,0.18,3,,97,E,,,,,42
ISMF,28.37,,-0.06,12,,47,E,,,,,8
ISNR,9.8,,-0.2,83,,,,,,,14,
ISPY,49.12,,-0.09,-64,,58,B+,,,,,93
ISRA,68.16,,-0.47,-75,,61,B-,,,,,5
ISRLF,13.4,,5.1,355,,,E,,,,64,0
ISSB,16.98,,,-85,,7,E,,,,,1
ISTB,48.07,,-0.04,-38,,25,D-,,,,,475
ISTM,30.73,,0.51,-9,,42,D,,,,,6
ISUL,15.69,,-3.54,-65,,3,C-,,,,,94
ISVL,54.22,,0.35,-42,,77,B-,,,,,19
ISWN,22.71,,-0.37,-64,,52,D-,,,,,2
ITA,253.22,,1.41,-41,,91,C,,,,,703
ITAN,45.01,,-0.14,-72,,97,A+,,,,,13
ITB,98.78,,-0.75,-43,,46,E,,,,,2176
ITDB,35.54,,-0.17,-49,,55,E,,,,,17
ITDC,37.37,,-0.18,136,,62,B+,,,,,19
ITDD,39.37,,-0.14,-43,,69,B+,,,,,16
ITDE,41.08,,-0.13,129,,74,B,,,,,11
ITDF,42.73,,-0.03,64,,78,A,,,,,11
ITDG,43.51,,-0.12,255,,81,B+,,,,,8
ITDH,43.55,,-0.11,-55,,82,C,,,,,6
ITDI,43.53,,-0.18,44,,82,B+,,,,,3
ITDJ,33.84,,-0.16,44,,82,A,,,,,5
ITEQ,66.2,,-0.7,-19,,83,C,,,,,4
ITHA,10.03,,0.3,-97,,,C,,,,15,2
ITM,46.18,,-0.26,-19,,26,D-,,,,,238
ITOT,170.44,,-0.15,-42,,83,A-,,,,,1874
ITWO,47.11,,0.51,-21,,88,A+,,,,,31
IUS,70.01,,,-1,,94,A+,,,,,53
IUSB,45.48,,-0.24,-27,,18,E,,,,,3548
IUSG,194.26,,-0.35,-37,,81,C,,,,,514
IUSV,115.36,,0.03,-17,,77,A-,,,,,623
IVAL,36.86,,0.91,-75,,75,B,,,,,19
IVE,238.09,,0.03,-36,,77,A,,,,,823
IVEP,27.48,,0.5,-67,,30,C,,,,,22
IVES,39.97,,-0.72,-25,,95,C,,,,,541
IVLU,44.35,,0.11,-43,,79,E,,,,,856
IVOG,148.37,,0.44,-59,,91,A,,,,,24
IVOL,17.52,,-0.06,8,,9,B-,,,,,135
IVOO,133.08,,0.34,44,,87,A,,,,,81
IVOV,117.23,,0.28,78,,84,A,,,,,13
IVSI,30.04,,-0.23,-61,,71,C-,,,,,1
IVSS,31,,0.17,-79,,82,E,,,,,3
IVSX,25.82,,0.33,73,,49,D,,,,,0
